chargeback_id,transaction_id,reason_code,amount,true_label,noise_case,noise_type
CB_00000671,TXN_00000671,cancelled_subscription,110.4,NOT_DEFENSIBLE,False,
CB_00000373,TXN_00000373,unauthorized_transaction,196.1,DEFENSIBLE,False,
CB_00000981,TXN_00000981,cancelled_subscription,1241.98,NOT_DEFENSIBLE,False,
CB_00000842,TXN_00000842,fraudulent_transaction,645.59,DEFENSIBLE,False,
CB_00000233,TXN_00000233,cancelled_subscription,1308.91,DEFENSIBLE,False,
CB_00000785,TXN_00000785,duplicate_charge,3481.34,NOT_DEFENSIBLE,False,
CB_00000676,TXN_00000676,cancelled_subscription,16331.03,NOT_DEFENSIBLE,False,
CB_00000317,TXN_00000317,product_not_as_described,4833.04,DEFENSIBLE,False,
CB_00000648,TXN_00000648,unauthorized_transaction,10215.31,NOT_DEFENSIBLE,False,
CB_00000410,TXN_00000410,duplicate_charge,268.69,DEFENSIBLE,False,
CB_00000898,TXN_00000898,cancelled_subscription,11488.35,NOT_DEFENSIBLE,False,
CB_00000709,TXN_00000709,cancelled_subscription,422.5,NOT_DEFENSIBLE,False,
CB_00000358,TXN_00000358,unauthorized_transaction,778.1,DEFENSIBLE,False,
CB_00000258,TXN_00000258,unauthorized_transaction,5600.34,DEFENSIBLE,False,
CB_00000744,TXN_00000744,unauthorized_transaction,40.45,DEFENSIBLE,False,
CB_00000627,TXN_00000627,unauthorized_transaction,1252.14,NOT_DEFENSIBLE,False,
CB_00000632,TXN_00000632,fraudulent_transaction,7355.37,DEFENSIBLE,False,
CB_00000282,TXN_00000282,unauthorized_transaction,2197.08,DEFENSIBLE,False,
CB_00000376,TXN_00000376,cancelled_subscription,47.07,NOT_DEFENSIBLE,False,
CB_00000384,TXN_00000384,cancelled_subscription,17373.25,NOT_DEFENSIBLE,False,
CB_00000224,TXN_00000224,product_not_received,3357.83,DEFENSIBLE,False,
CB_00000953,TXN_00000953,unauthorized_transaction,545.01,DEFENSIBLE,False,
CB_00000814,TXN_00000814,fraudulent_transaction,100.2,DEFENSIBLE,False,
CB_00000472,TXN_00000472,unauthorized_transaction,19515.61,DEFENSIBLE,False,
CB_00000347,TXN_00000347,fraudulent_transaction,1810.28,DEFENSIBLE,False,
CB_00000505,TXN_00000505,cancelled_subscription,483.46,NOT_DEFENSIBLE,False,
CB_00000639,TXN_00000639,product_not_received,1398.5,NOT_DEFENSIBLE,False,
CB_00000987,TXN_00000987,unauthorized_transaction,1001.81,DEFENSIBLE,False,
CB_00000928,TXN_00000928,cancelled_subscription,1144.01,DEFENSIBLE,False,
CB_00000905,TXN_00000905,cancelled_subscription,848.23,DEFENSIBLE,False,
CB_00000619,TXN_00000619,cancelled_subscription,7080.76,DEFENSIBLE,False,
CB_00000855,TXN_00000855,duplicate_charge,1170.68,DEFENSIBLE,True,legitimate_despite_complaint
CB_00000803,TXN_00000803,cancelled_subscription,392.14,DEFENSIBLE,False,
CB_00000645,TXN_00000645,unauthorized_transaction,4226.23,DEFENSIBLE,False,
CB_00000846,TXN_00000846,cancelled_subscription,1967.18,DEFENSIBLE,False,
CB_00000556,TXN_00000556,product_not_as_described,11.44,NOT_DEFENSIBLE,False,
CB_00000957,TXN_00000957,product_defective,2111.4,NOT_DEFENSIBLE,True,friendly_fraud
CB_00000577,TXN_00000577,product_not_received,32.33,DEFENSIBLE,False,
CB_00000795,TXN_00000795,fraudulent_transaction,1578.28,DEFENSIBLE,False,
CB_00000085,TXN_00000085,product_not_received,1791.41,NOT_DEFENSIBLE,False,
CB_00000242,TXN_00000242,product_not_received,1516.32,NOT_DEFENSIBLE,False,
CB_00000698,TXN_00000698,cancelled_subscription,1570.16,NOT_DEFENSIBLE,False,
CB_00000159,TXN_00000159,cancelled_subscription,1253.29,DEFENSIBLE,False,
CB_00000524,TXN_00000524,duplicate_charge,564.31,NOT_DEFENSIBLE,False,
CB_00000035,TXN_00000035,unauthorized_transaction,54.16,DEFENSIBLE,False,
CB_00000540,TXN_00000540,duplicate_charge,5285.85,DEFENSIBLE,False,
CB_00000170,TXN_00000170,duplicate_charge,9413.42,DEFENSIBLE,False,
CB_00000654,TXN_00000654,cancelled_subscription,144.61,NOT_DEFENSIBLE,False,
CB_00000890,TXN_00000890,unauthorized_transaction,448.62,DEFENSIBLE,False,
CB_00000857,TXN_00000857,unauthorized_transaction,472.91,DEFENSIBLE,False,
CB_00000847,TXN_00000847,unauthorized_transaction,875.47,DEFENSIBLE,False,
CB_00000944,TXN_00000944,unauthorized_transaction,693.15,DEFENSIBLE,False,
CB_00000733,TXN_00000733,product_not_as_described,1292.36,DEFENSIBLE,False,
CB_00000095,TXN_00000095,unauthorized_transaction,8427.37,NOT_DEFENSIBLE,False,
CB_00000563,TXN_00000563,product_not_as_described,352.15,DEFENSIBLE,False,
CB_00000240,TXN_00000240,fraudulent_transaction,427.56,NOT_DEFENSIBLE,False,
CB_00000742,TXN_00000742,fraudulent_transaction,4185.87,DEFENSIBLE,False,
CB_00000574,TXN_00000574,duplicate_charge,2300.54,NOT_DEFENSIBLE,False,
CB_00000690,TXN_00000690,unauthorized_transaction,310.15,DEFENSIBLE,False,
CB_00000460,TXN_00000460,product_not_as_described,74.91,DEFENSIBLE,False,
CB_00000553,TXN_00000553,unauthorized_transaction,24708.33,DEFENSIBLE,False,
CB_00000888,TXN_00000888,unauthorized_transaction,1915.49,NOT_DEFENSIBLE,False,
CB_00000206,TXN_00000206,fraudulent_transaction,524.07,DEFENSIBLE,False,
CB_00000392,TXN_00000392,fraudulent_transaction,821.8,DEFENSIBLE,False,
CB_00000794,TXN_00000794,product_not_as_described,911.73,NOT_DEFENSIBLE,False,
CB_00000397,TXN_00000397,duplicate_charge,5900.12,DEFENSIBLE,False,
CB_00000766,TXN_00000766,product_not_received,303.64,DEFENSIBLE,False,
CB_00000848,TXN_00000848,duplicate_charge,4639.15,DEFENSIBLE,True,legitimate_despite_complaint
CB_00000217,TXN_00000217,product_not_as_described,260.74,NOT_DEFENSIBLE,False,
CB_00000004,TXN_00000004,product_not_as_described,729.86,DEFENSIBLE,True,legitimate_despite_complaint
CB_00000768,TXN_00000768,duplicate_charge,1305.63,NOT_DEFENSIBLE,False,
CB_00000642,TXN_00000642,duplicate_charge,8565.39,DEFENSIBLE,False,
CB_00000929,TXN_00000929,unauthorized_transaction,3414.54,NOT_DEFENSIBLE,False,
CB_00000612,TXN_00000612,cancelled_subscription,601.9,DEFENSIBLE,False,
CB_00000738,TXN_00000738,duplicate_charge,23115.2,DEFENSIBLE,False,
CB_00000546,TXN_00000546,product_not_as_described,934.57,DEFENSIBLE,False,
CB_00000725,TXN_00000725,product_not_received,6647.27,DEFENSIBLE,False,
CB_00000683,TXN_00000683,fraudulent_transaction,3330.74,NOT_DEFENSIBLE,False,
CB_00000098,TXN_00000098,duplicate_charge,117.36,NOT_DEFENSIBLE,False,
CB_00000804,TXN_00000804,cancelled_subscription,528.42,NOT_DEFENSIBLE,False,
CB_00000727,TXN_00000727,product_not_as_described,28386.66,DEFENSIBLE,False,
CB_00000573,TXN_00000573,unauthorized_transaction,374.58,DEFENSIBLE,False,
CB_00000406,TXN_00000406,product_not_as_described,1651.51,DEFENSIBLE,False,
CB_00000502,TXN_00000502,cancelled_subscription,2629.05,DEFENSIBLE,False,
CB_00000047,TXN_00000047,fraudulent_transaction,719.61,DEFENSIBLE,False,
CB_00000032,TXN_00000032,cancelled_subscription,97.56,DEFENSIBLE,False,
CB_00000779,TXN_00000779,product_not_received,3028.36,NOT_DEFENSIBLE,False,
CB_00000839,TXN_00000839,unauthorized_transaction,403.39,DEFENSIBLE,False,
CB_00000200,TXN_00000200,cancelled_subscription,548.4,DEFENSIBLE,False,
CB_00000134,TXN_00000134,product_defective,504.55,NOT_DEFENSIBLE,True,friendly_fraud
CB_00000027,TXN_00000027,cancelled_subscription,3256.43,NOT_DEFENSIBLE,False,
CB_00000880,TXN_00000880,duplicate_charge,772.92,NOT_DEFENSIBLE,False,
CB_00000230,TXN_00000230,product_not_received,4034.09,DEFENSIBLE,False,
CB_00000489,TXN_00000489,cancelled_subscription,1175.29,DEFENSIBLE,False,
CB_00000772,TXN_00000772,unauthorized_transaction,103.64,DEFENSIBLE,False,
CB_00000378,TXN_00000378,product_not_received,3619.84,NOT_DEFENSIBLE,False,
CB_00000288,TXN_00000288,product_not_received,1380.09,DEFENSIBLE,False,
CB_00000418,TXN_00000418,duplicate_charge,710.31,DEFENSIBLE,False,
CB_00000674,TXN_00000674,cancelled_subscription,16870.96,DEFENSIBLE,False,
CB_00000391,TXN_00000391,cancelled_subscription,19740.38,DEFENSIBLE,False,
CB_00000592,TXN_00000592,fraudulent_transaction,6703.55,NOT_DEFENSIBLE,False,
CB_00000498,TXN_00000498,product_not_received,765.37,DEFENSIBLE,False,
CB_00000138,TXN_00000138,duplicate_charge,299.47,NOT_DEFENSIBLE,False,
CB_00000062,TXN_00000062,unauthorized_transaction,15979.38,DEFENSIBLE,False,
CB_00000471,TXN_00000471,duplicate_charge,1657.53,NOT_DEFENSIBLE,False,
CB_00000647,TXN_00000647,product_not_received,662.18,DEFENSIBLE,False,
CB_00000128,TXN_00000128,cancelled_subscription,443.3,NOT_DEFENSIBLE,False,
CB_00000976,TXN_00000976,product_not_as_described,297.1,NOT_DEFENSIBLE,False,
CB_00000520,TXN_00000520,duplicate_charge,333.98,DEFENSIBLE,False,
CB_00000838,TXN_00000838,cancelled_subscription,1738.58,NOT_DEFENSIBLE,False,
CB_00000962,TXN_00000962,unauthorized_transaction,892.62,DEFENSIBLE,False,
CB_00000064,TXN_00000064,product_not_as_described,7044.67,DEFENSIBLE,False,
CB_00000812,TXN_00000812,duplicate_charge,2612.66,NOT_DEFENSIBLE,False,
CB_00000014,TXN_00000014,cancelled_subscription,1753.26,DEFENSIBLE,False,
CB_00000156,TXN_00000156,duplicate_charge,2329.63,NOT_DEFENSIBLE,False,
CB_00000040,TXN_00000040,cancelled_subscription,1365.17,DEFENSIBLE,False,
CB_00000492,TXN_00000492,duplicate_charge,880.23,DEFENSIBLE,False,
CB_00000379,TXN_00000379,product_not_received,1748.24,DEFENSIBLE,False,
CB_00000187,TXN_00000187,unauthorized_transaction,222.76,DEFENSIBLE,False,
CB_00000763,TXN_00000763,product_not_received,2778.52,NOT_DEFENSIBLE,False,
CB_00000216,TXN_00000216,item_significantly_not_as_described,295.73,NOT_DEFENSIBLE,True,friendly_fraud
CB_00000791,TXN_00000791,duplicate_charge,1889.42,DEFENSIBLE,False,
CB_00000052,TXN_00000052,duplicate_charge,1097.08,DEFENSIBLE,False,
CB_00000878,TXN_00000878,unauthorized_transaction,259.1,DEFENSIBLE,False,
CB_00000337,TXN_00000337,cancelled_subscription,52.53,NOT_DEFENSIBLE,False,
CB_00000748,TXN_00000748,duplicate_charge,1664.34,DEFENSIBLE,False,
CB_00000719,TXN_00000719,product_not_received,875.43,NOT_DEFENSIBLE,False,
CB_00000724,TXN_00000724,unauthorized_transaction,374.79,DEFENSIBLE,False,
CB_00000295,TXN_00000295,fraudulent_transaction,6554.14,DEFENSIBLE,False,
CB_00000701,TXN_00000701,cancelled_subscription,827.63,NOT_DEFENSIBLE,False,
CB_00000251,TXN_00000251,product_not_as_described,1052.17,NOT_DEFENSIBLE,False,
CB_00000726,TXN_00000726,cancelled_subscription,3638.73,NOT_DEFENSIBLE,False,
CB_00000461,TXN_00000461,unauthorized_transaction,4174.41,DEFENSIBLE,False,
CB_00000455,TXN_00000455,product_not_received,13457.14,DEFENSIBLE,False,
CB_00000996,TXN_00000996,product_not_as_described,1110.01,DEFENSIBLE,False,
CB_00000815,TXN_00000815,duplicate_charge,2699.16,DEFENSIBLE,False,
CB_00000862,TXN_00000862,product_not_as_described,880.18,NOT_DEFENSIBLE,False,
CB_00000269,TXN_00000269,fraudulent_transaction,195.31,NOT_DEFENSIBLE,False,
CB_00000201,TXN_00000201,fraudulent_transaction,870.15,NOT_DEFENSIBLE,False,
CB_00000161,TXN_00000161,cancelled_subscription,656.21,NOT_DEFENSIBLE,False,
CB_00000555,TXN_00000555,cancelled_subscription,160.94,DEFENSIBLE,False,
CB_00000729,TXN_00000729,fraudulent_transaction,487.37,DEFENSIBLE,False,
CB_00000401,TXN_00000401,fraudulent_transaction,3761.38,NOT_DEFENSIBLE,False,
CB_00000702,TXN_00000702,unauthorized_transaction,46.22,NOT_DEFENSIBLE,False,
CB_00000476,TXN_00000476,duplicate_charge,2902.67,NOT_DEFENSIBLE,False,
CB_00000821,TXN_00000821,cancelled_subscription,1182.76,DEFENSIBLE,False,
CB_00000771,TXN_00000771,product_not_as_described,8355.39,DEFENSIBLE,False,
CB_00000105,TXN_00000105,fraudulent_transaction,2601.91,DEFENSIBLE,False,
CB_00000565,TXN_00000565,duplicate_charge,539.96,DEFENSIBLE,False,
CB_00000389,TXN_00000389,duplicate_charge,296.6,DEFENSIBLE,False,
CB_00000001,TXN_00000001,cancelled_subscription,2315.26,DEFENSIBLE,False,
CB_00000937,TXN_00000937,cancelled_subscription,184.34,NOT_DEFENSIBLE,False,
CB_00000982,TXN_00000982,item_significantly_not_as_described,1262.06,NOT_DEFENSIBLE,True,friendly_fraud
CB_00000561,TXN_00000561,product_not_received,183.13,DEFENSIBLE,False,
CB_00000080,TXN_00000080,product_not_as_described,1539.87,DEFENSIBLE,False,
CB_00000205,TXN_00000205,duplicate_charge,1019.04,DEFENSIBLE,False,
CB_00000034,TXN_00000034,product_not_received,458.32,DEFENSIBLE,False,
CB_00000775,TXN_00000775,fraudulent_transaction,1133.93,DEFENSIBLE,False,
CB_00000508,TXN_00000508,duplicate_charge,1814.0,DEFENSIBLE,False,
CB_00000427,TXN_00000427,product_not_received,1127.52,DEFENSIBLE,False,
CB_00000454,TXN_00000454,cancelled_subscription,840.38,NOT_DEFENSIBLE,False,
CB_00000366,TXN_00000366,unauthorized_transaction_claim,2694.08,NOT_DEFENSIBLE,True,friendly_fraud
CB_00000091,TXN_00000091,cancelled_subscription,12750.93,NOT_DEFENSIBLE,False,
CB_00000339,TXN_00000339,fraudulent_transaction,7219.0,DEFENSIBLE,False,
CB_00000897,TXN_00000897,product_not_as_described,681.06,DEFENSIBLE,False,
CB_00000564,TXN_00000564,product_not_received,7679.45,DEFENSIBLE,False,
CB_00000345,TXN_00000345,cancelled_subscription,27.15,NOT_DEFENSIBLE,False,
CB_00000776,TXN_00000776,duplicate_charge,2000.19,DEFENSIBLE,False,
CB_00000241,TXN_00000241,product_not_received,22854.0,DEFENSIBLE,False,
CB_00000013,TXN_00000013,unauthorized_transaction,1965.01,DEFENSIBLE,False,
CB_00000315,TXN_00000315,unauthorized_transaction,2125.5,DEFENSIBLE,False,
CB_00000600,TXN_00000600,fraudulent_transaction,1963.91,DEFENSIBLE,False,
CB_00000387,TXN_00000387,product_not_as_described,230.57,DEFENSIBLE,False,
CB_00000273,TXN_00000273,cancelled_subscription,4968.35,DEFENSIBLE,False,
CB_00000166,TXN_00000166,fraudulent_transaction,411.03,NOT_DEFENSIBLE,False,
CB_00000840,TXN_00000840,unauthorized_transaction,1623.89,NOT_DEFENSIBLE,False,
CB_00000992,TXN_00000992,unauthorized_transaction,611.01,DEFENSIBLE,False,
CB_00000646,TXN_00000646,duplicate_charge,611.26,NOT_DEFENSIBLE,False,
CB_00000818,TXN_00000818,fraudulent_transaction,1687.56,DEFENSIBLE,False,
CB_00000484,TXN_00000484,duplicate_charge,884.82,NOT_DEFENSIBLE,False,
CB_00000980,TXN_00000980,duplicate_charge,1357.46,NOT_DEFENSIBLE,False,
CB_00000504,TXN_00000504,product_not_as_described,810.64,DEFENSIBLE,False,
CB_00000831,TXN_00000831,cancelled_subscription,1042.83,NOT_DEFENSIBLE,False,
CB_00000243,TXN_00000243,product_not_received,567.17,NOT_DEFENSIBLE,False,
CB_00000566,TXN_00000566,unauthorized_transaction,6084.36,DEFENSIBLE,False,
CB_00000875,TXN_00000875,product_not_as_described,704.34,DEFENSIBLE,False,
CB_00000562,TXN_00000562,product_not_received,7007.02,NOT_DEFENSIBLE,False,
CB_00000686,TXN_00000686,product_not_as_described,197.55,DEFENSIBLE,False,
CB_00000189,TXN_00000189,product_not_received,4037.9,DEFENSIBLE,False,
CB_00000782,TXN_00000782,product_not_as_described,28168.8,DEFENSIBLE,False,
CB_00000699,TXN_00000699,duplicate_charge,3512.39,DEFENSIBLE,True,legitimate_despite_complaint
CB_00000475,TXN_00000475,product_not_as_described,6376.18,NOT_DEFENSIBLE,False,
CB_00000681,TXN_00000681,fraudulent_transaction,5599.77,NOT_DEFENSIBLE,False,
CB_00000510,TXN_00000510,product_not_as_described,933.72,DEFENSIBLE,False,
CB_00000058,TXN_00000058,fraudulent_transaction,942.47,DEFENSIBLE,False,
CB_00000474,TXN_00000474,product_not_as_described,2684.17,DEFENSIBLE,False,
CB_00000560,TXN_00000560,duplicate_charge,4595.49,DEFENSIBLE,False,
CB_00000856,TXN_00000856,product_not_received,2614.13,DEFENSIBLE,False,
CB_00000747,TXN_00000747,product_not_as_described,6060.5,DEFENSIBLE,False,
CB_00000252,TXN_00000252,product_not_as_described,167.42,DEFENSIBLE,False,
CB_00000021,TXN_00000021,product_not_received,412.24,DEFENSIBLE,False,
CB_00000313,TXN_00000313,duplicate_charge,237.86,DEFENSIBLE,False,
CB_00000459,TXN_00000459,product_not_as_described,4422.35,DEFENSIBLE,False,
CB_00000160,TXN_00000160,product_not_received,332.53,NOT_DEFENSIBLE,False,
CB_00000276,TXN_00000276,duplicate_charge,99.13,DEFENSIBLE,False,
CB_00000955,TXN_00000955,cancelled_subscription,439.42,NOT_DEFENSIBLE,False,
CB_00000191,TXN_00000191,cancelled_subscription,132.03,DEFENSIBLE,False,
CB_00000385,TXN_00000385,fraudulent_transaction,61.65,NOT_DEFENSIBLE,False,
CB_00000805,TXN_00000805,duplicate_charge,705.81,NOT_DEFENSIBLE,False,
CB_00000413,TXN_00000413,product_not_received,4928.73,DEFENSIBLE,False,
CB_00000491,TXN_00000491,unauthorized_transaction,17964.86,NOT_DEFENSIBLE,False,
CB_00000343,TXN_00000343,duplicate_charge,18438.81,NOT_DEFENSIBLE,False,
CB_00000769,TXN_00000769,cancelled_subscription,327.15,DEFENSIBLE,False,
CB_00000308,TXN_00000308,fraudulent_transaction,13287.34,DEFENSIBLE,False,
CB_00000661,TXN_00000661,product_not_received,647.56,DEFENSIBLE,False,
CB_00000130,TXN_00000130,product_not_as_described,11414.71,NOT_DEFENSIBLE,False,
CB_00000663,TXN_00000663,duplicate_charge,7889.51,DEFENSIBLE,False,
CB_00000871,TXN_00000871,unauthorized_transaction,76.46,NOT_DEFENSIBLE,False,
CB_00000099,TXN_00000099,product_not_as_described,1060.06,NOT_DEFENSIBLE,False,
CB_00000372,TXN_00000372,cancelled_subscription,1702.58,NOT_DEFENSIBLE,False,
CB_00000087,TXN_00000087,unauthorized_transaction,305.86,DEFENSIBLE,False,
CB_00000458,TXN_00000458,cancelled_subscription,428.43,DEFENSIBLE,False,
CB_00000330,TXN_00000330,product_not_as_described,2848.71,DEFENSIBLE,False,
CB_00000214,TXN_00000214,duplicate_charge,3784.17,DEFENSIBLE,False,
CB_00000466,TXN_00000466,duplicate_charge,5817.98,DEFENSIBLE,False,
CB_00000121,TXN_00000121,duplicate_charge,4329.13,NOT_DEFENSIBLE,False,
CB_00000614,TXN_00000614,cancelled_subscription,2868.35,DEFENSIBLE,False,
CB_00000020,TXN_00000020,cancelled_subscription,537.86,DEFENSIBLE,False,
CB_00000700,TXN_00000700,product_not_as_described,1531.85,DEFENSIBLE,False,
CB_00000071,TXN_00000071,product_not_as_described,1024.99,NOT_DEFENSIBLE,False,
CB_00000106,TXN_00000106,fraudulent_transaction,1965.22,DEFENSIBLE,False,
CB_00000270,TXN_00000270,duplicate_charge,202.52,NOT_DEFENSIBLE,False,
CB_00000860,TXN_00000860,cancelled_subscription,3756.61,DEFENSIBLE,False,
CB_00000435,TXN_00000435,product_not_received,6320.09,DEFENSIBLE,False,
CB_00000102,TXN_00000102,unauthorized_transaction,970.81,DEFENSIBLE,False,
