order_id,shipped_at,delivered_at,delivery_confirmed,signature_captured
ORD_00000170,2026-03-23 02:13:35,2026-04-05 02:13:35,True,True
ORD_00000183,,,False,False
ORD_00000186,2026-04-23 02:13:35,,False,False
ORD_00000187,2026-04-16 02:13:35,2026-04-18 02:13:35,True,True
ORD_00000189,2026-05-29 02:13:35,2026-05-31 02:13:35,True,True
ORD_00000191,2026-03-06 02:13:35,2026-03-12 02:13:35,True,True
ORD_00000197,2026-06-14 02:13:35,2026-06-19 02:13:35,True,True
ORD_00000200,2026-06-16 02:13:35,2026-06-20 02:13:35,True,True
ORD_00000201,2026-06-14 02:13:35,,False,False
ORD_00000202,2026-04-24 02:13:35,2026-04-30 02:13:35,True,True
ORD_00000205,2026-04-09 02:13:35,2026-04-11 02:13:35,True,True
ORD_00000206,2026-03-17 02:13:35,2026-03-20 02:13:35,True,False
ORD_00000214,2026-03-11 02:13:35,2026-03-16 02:13:35,True,True
ORD_00000216,2026-05-09 02:13:35,2026-05-14 02:13:35,True,True
ORD_00000217,,,False,False
ORD_00000219,2026-07-26 02:13:35,,False,False
ORD_00000224,2026-06-27 02:13:35,2026-07-06 02:13:35,True,True
ORD_00000230,2026-04-20 02:13:35,2026-04-23 02:13:35,True,False
ORD_00000232,2026-06-04 02:13:35,2026-06-09 02:13:35,True,True
ORD_00000233,2026-04-18 02:13:35,2026-04-21 02:13:35,True,True
ORD_00000240,2026-03-20 02:13:35,,False,False
ORD_00000241,2026-03-14 02:13:35,2026-03-19 02:13:35,True,True
ORD_00000242,,,False,False
ORD_00000243,2026-07-01 02:13:35,,False,False
ORD_00000246,2026-06-12 02:13:35,2026-06-17 02:13:35,True,False
ORD_00000251,2026-05-26 02:13:35,,False,False
ORD_00000252,2026-03-11 02:13:35,2026-03-17 02:13:35,True,True
ORD_00000258,2026-05-25 02:13:35,2026-05-28 02:13:35,True,True
ORD_00000267,2026-04-16 02:13:35,,False,False
ORD_00000269,2026-05-07 02:13:35,,False,False
ORD_00000270,2026-06-11 02:13:35,,False,False
ORD_00000273,2026-06-04 02:13:35,2026-06-06 02:13:35,True,True
ORD_00000276,2026-04-05 02:13:35,2026-04-07 02:13:35,True,False
ORD_00000279,2026-05-30 02:13:35,2026-06-02 02:13:35,True,True
ORD_00000282,2026-05-03 02:13:35,2026-05-06 02:13:35,True,True
ORD_00000288,2026-05-16 02:13:35,2026-05-20 02:13:35,True,True
ORD_00000293,2026-07-27 02:13:35,2026-07-29 02:13:35,True,True
ORD_00000295,2026-05-07 02:13:35,2026-05-09 02:13:35,True,True
ORD_00000308,2026-05-25 02:13:35,2026-05-28 02:13:35,True,True
ORD_00000313,2026-06-30 02:13:35,2026-07-04 02:13:35,True,True
ORD_00000315,2026-06-04 02:13:35,2026-06-10 02:13:35,True,True
ORD_00000317,2026-04-12 02:13:35,2026-04-17 02:13:35,True,True
ORD_00000325,2026-04-14 02:13:35,2026-04-25 02:13:35,True,False
ORD_00000330,2026-03-13 02:13:35,2026-03-17 02:13:35,True,True
ORD_00000337,2026-06-20 02:13:35,,False,False
ORD_00000339,2026-05-29 02:13:35,2026-05-31 02:13:35,True,True
ORD_00000343,,,False,False
ORD_00000345,2026-05-11 02:13:35,2026-05-13 02:13:35,True,False
ORD_00000347,2026-05-12 02:13:35,2026-05-24 02:13:35,True,True
ORD_00000348,2026-06-19 02:13:35,2026-06-24 02:13:35,True,True
ORD_00000358,2026-07-24 02:13:35,2026-07-27 02:13:35,True,False
ORD_00000366,2026-03-17 02:13:35,2026-03-25 02:13:35,True,False
ORD_00000372,2026-07-06 02:13:35,,False,False
ORD_00000373,2026-03-28 02:13:35,2026-04-01 02:13:35,True,True
ORD_00000376,2026-06-10 02:13:35,2026-06-14 02:13:35,True,False
ORD_00000378,,,False,False
ORD_00000379,2026-03-23 02:13:35,2026-04-01 02:13:35,True,True
ORD_00000384,2026-06-11 02:13:35,,False,False
ORD_00000385,2026-03-18 02:13:35,,False,False
ORD_00000386,2026-03-20 02:13:35,2026-03-23 02:13:35,True,True
ORD_00000387,2026-03-20 02:13:35,2026-03-26 02:13:35,True,True
ORD_00000389,2026-04-25 02:13:35,2026-04-30 02:13:35,True,True
ORD_00000391,2026-06-10 02:13:35,2026-06-12 02:13:35,True,True
ORD_00000392,2026-07-06 02:13:35,2026-07-11 02:13:35,True,True
ORD_00000397,2026-06-10 02:13:35,2026-06-16 02:13:35,True,True
ORD_00000400,2026-05-17 02:13:35,2026-05-19 02:13:35,True,False
ORD_00000401,2026-04-01 02:13:35,,False,False
ORD_00000402,2026-06-06 02:13:35,2026-06-11 02:13:35,True,False
ORD_00000406,2026-04-22 02:13:35,2026-04-26 02:13:35,True,True
ORD_00000410,2026-06-20 02:13:35,2026-06-24 02:13:35,True,True
ORD_00000413,2026-07-29 02:13:35,2026-08-02 02:13:35,True,True
ORD_00000415,2026-06-12 02:13:35,2026-06-17 02:13:35,True,False
ORD_00000418,2026-07-14 02:13:35,2026-07-16 02:13:35,True,False
ORD_00000427,2026-05-21 02:13:35,2026-05-23 02:13:35,True,False
ORD_00000435,2026-04-19 02:13:35,2026-04-21 02:13:35,True,True
ORD_00000438,,,False,False
ORD_00000441,2026-07-08 02:13:35,2026-07-11 02:13:35,True,False
ORD_00000454,2026-06-27 02:13:35,,False,False
ORD_00000455,2026-07-12 02:13:35,2026-07-14 02:13:35,True,True
ORD_00000458,2026-07-18 02:13:35,2026-07-24 02:13:35,True,True
ORD_00000459,2026-05-22 02:13:35,2026-05-26 02:13:35,True,False
ORD_00000460,2026-03-14 02:13:35,2026-03-18 02:13:35,True,True
ORD_00000461,2026-06-14 02:13:35,2026-06-20 02:13:35,True,True
ORD_00000463,,,False,False
ORD_00000466,2026-04-15 02:13:35,2026-04-21 02:13:35,True,False
ORD_00000471,2026-04-25 02:13:35,,False,False
ORD_00000472,2026-06-25 02:13:35,2026-06-29 02:13:35,True,True
ORD_00000474,2026-07-23 02:13:35,2026-07-26 02:13:35,True,True
ORD_00000475,2026-05-08 02:13:35,,False,False
ORD_00000476,2026-07-09 02:13:35,2026-07-15 02:13:35,True,False
ORD_00000484,2026-07-16 02:13:35,,False,False
ORD_00000488,2026-03-05 02:13:35,2026-03-10 02:13:35,True,True
ORD_00000489,2026-03-10 02:13:35,2026-03-15 02:13:35,True,True
ORD_00000491,2026-06-11 02:13:35,,False,False
ORD_00000492,2026-06-27 02:13:35,2026-07-03 02:13:35,True,True
ORD_00000496,2026-03-30 02:13:35,,False,False
ORD_00000498,2026-07-21 02:13:35,2026-07-26 02:13:35,True,True
ORD_00000502,2026-05-16 02:13:35,2026-05-18 02:13:35,True,True
ORD_00000504,2026-05-24 02:13:35,2026-05-26 02:13:35,True,False
ORD_00000505,2026-07-20 02:13:35,2026-07-22 02:13:35,True,False
ORD_00000508,2026-03-07 02:13:35,2026-03-10 02:13:35,True,True
ORD_00000509,2026-06-13 02:13:35,,False,False
ORD_00000510,2026-03-13 02:13:35,2026-03-17 02:13:35,True,True
ORD_00000520,2026-06-30 02:13:35,2026-07-04 02:13:35,True,True
ORD_00000524,2026-03-10 02:13:35,2026-03-14 02:13:35,True,False
ORD_00000540,2026-06-03 02:13:35,2026-06-05 02:13:35,True,True
ORD_00000546,2026-04-08 02:13:35,2026-04-19 02:13:35,True,True
ORD_00000550,,,False,False
ORD_00000553,2026-03-31 02:13:35,2026-04-04 02:13:35,True,True
ORD_00000555,2026-06-08 02:13:35,2026-06-20 02:13:35,True,False
ORD_00000556,2026-03-10 02:13:35,,False,False
ORD_00000560,2026-05-03 02:13:35,2026-05-09 02:13:35,True,True
ORD_00000561,2026-06-18 02:13:35,2026-06-20 02:13:35,True,True
ORD_00000562,2026-07-26 02:13:35,,False,False
ORD_00000563,2026-04-19 02:13:35,2026-05-01 02:13:35,True,True
ORD_00000564,2026-03-16 02:13:35,2026-03-19 02:13:35,True,True
ORD_00000565,2026-05-07 02:13:35,2026-05-11 02:13:35,True,True
ORD_00000566,2026-06-26 02:13:35,2026-06-28 02:13:35,True,False
ORD_00000573,2026-04-03 02:13:35,2026-04-08 02:13:35,True,True
ORD_00000574,2026-06-24 02:13:35,2026-06-28 02:13:35,True,False
ORD_00000577,2026-06-23 02:13:35,2026-06-27 02:13:35,True,True
ORD_00000592,2026-07-09 02:13:35,,False,False
ORD_00000600,2026-07-01 02:13:35,2026-07-04 02:13:35,True,True
ORD_00000607,2026-07-04 02:13:35,2026-07-10 02:13:35,True,False
ORD_00000608,2026-04-25 02:13:35,2026-04-28 02:13:35,True,True
ORD_00000609,2026-05-20 02:13:35,,False,False
ORD_00000612,2026-03-31 02:13:35,2026-04-06 02:13:35,True,True
ORD_00000614,2026-03-12 02:13:35,2026-03-17 02:13:35,True,False
ORD_00000619,2026-04-14 02:13:35,2026-04-19 02:13:35,True,True
ORD_00000624,2026-06-21 02:13:35,2026-06-29 02:13:35,True,False
ORD_00000627,,,False,False
ORD_00000632,2026-03-21 02:13:35,2026-03-23 02:13:35,True,False
ORD_00000637,,,False,False
ORD_00000639,2026-07-14 02:13:35,,False,False
ORD_00000640,2026-04-08 02:13:35,2026-04-10 02:13:35,True,False
ORD_00000641,2026-07-21 02:13:35,2026-07-24 02:13:35,True,False
ORD_00000642,2026-04-06 02:13:35,2026-04-10 02:13:35,True,True
ORD_00000645,2026-03-24 02:13:35,2026-03-30 02:13:35,True,False
ORD_00000646,2026-04-05 02:13:35,,False,False
ORD_00000647,2026-07-09 02:13:35,2026-07-12 02:13:35,True,False
ORD_00000648,2026-05-21 02:13:35,,False,False
ORD_00000654,2026-05-08 02:13:35,2026-05-13 02:13:35,True,False
ORD_00000659,,,False,False
ORD_00000661,2026-05-14 02:13:35,2026-05-18 02:13:35,True,False
ORD_00000663,2026-07-11 02:13:35,2026-07-14 02:13:35,True,True
ORD_00000671,2026-07-26 02:13:35,2026-08-01 02:13:35,True,False
ORD_00000674,2026-04-14 02:13:35,2026-04-17 02:13:35,True,False
ORD_00000676,2026-05-26 02:13:35,,False,False
ORD_00000681,2026-05-01 02:13:35,,False,False
ORD_00000683,,,False,False
ORD_00000686,2026-04-27 02:13:35,2026-04-29 02:13:35,True,True
ORD_00000690,2026-04-15 02:13:35,2026-04-20 02:13:35,True,True
ORD_00000691,2026-03-10 02:13:35,2026-03-15 02:13:35,True,True
ORD_00000698,2026-07-21 02:13:35,2026-07-24 02:13:35,True,False
ORD_00000699,2026-03-25 02:13:35,,False,False
ORD_00000700,2026-03-17 02:13:35,2026-03-21 02:13:35,True,False
ORD_00000701,2026-06-29 02:13:35,2026-07-05 02:13:35,True,False
ORD_00000702,2026-04-24 02:13:35,,False,False
ORD_00000709,2026-05-16 02:13:35,2026-05-22 02:13:35,True,False
ORD_00000719,,,False,False
ORD_00000720,2026-03-23 02:13:35,2026-03-27 02:13:35,True,False
ORD_00000724,2026-04-02 02:13:35,2026-04-04 02:13:35,True,True
ORD_00000725,2026-05-16 02:13:35,2026-05-21 02:13:35,True,False
ORD_00000726,,,False,False
ORD_00000727,2026-06-16 02:13:35,2026-06-18 02:13:35,True,False
ORD_00000729,2026-03-10 02:13:35,2026-03-12 02:13:35,True,True
ORD_00000733,2026-05-17 02:13:35,2026-05-22 02:13:35,True,True
ORD_00000735,2026-06-26 02:13:35,2026-07-02 02:13:35,True,True
ORD_00000738,2026-04-18 02:13:35,2026-04-20 02:13:35,True,True
ORD_00000739,2026-05-14 02:13:35,2026-05-17 02:13:35,True,True
ORD_00000742,2026-07-23 02:13:35,2026-07-29 02:13:35,True,False
ORD_00000744,2026-05-21 02:13:35,2026-05-27 02:13:35,True,True
ORD_00000747,2026-05-22 02:13:35,2026-05-27 02:13:35,True,True
ORD_00000748,2026-05-20 02:13:35,2026-05-24 02:13:35,True,False
ORD_00000752,,,False,False
ORD_00000760,2026-03-13 02:13:35,2026-03-18 02:13:35,True,False
ORD_00000763,2026-04-13 02:13:35,,False,False
ORD_00000765,2026-07-13 02:13:35,2026-07-19 02:13:35,True,False
ORD_00000766,2026-04-25 02:13:35,2026-04-29 02:13:35,True,True
ORD_00000768,2026-07-30 02:13:35,,False,False
ORD_00000769,2026-05-13 02:13:35,2026-05-15 02:13:35,True,True
ORD_00000770,2026-03-15 02:13:35,2026-03-19 02:13:35,True,False
ORD_00000771,2026-06-01 02:13:35,2026-06-05 02:13:35,True,True
ORD_00000772,2026-05-30 02:13:35,2026-06-05 02:13:35,True,True
ORD_00000775,2026-03-15 02:13:35,2026-03-20 02:13:35,True,True
ORD_00000776,2026-03-12 02:13:35,2026-03-15 02:13:35,True,False
ORD_00000779,,,False,False
ORD_00000782,2026-05-25 02:13:35,2026-06-02 02:13:35,True,False
ORD_00000784,,,False,False
ORD_00000785,2026-06-22 02:13:35,,False,False
ORD_00000788,2026-05-29 02:13:35,,False,False
ORD_00000791,2026-07-23 02:13:35,2026-07-29 02:13:35,True,True
ORD_00000794,2026-05-14 02:13:35,,False,False
ORD_00000795,2026-04-14 02:13:35,2026-04-19 02:13:35,True,True
ORD_00000803,2026-05-28 02:13:35,2026-06-03 02:13:35,True,False
ORD_00000804,2026-04-10 02:13:35,,False,False
ORD_00000805,2026-07-30 02:13:35,,False,False
ORD_00000806,2026-04-15 02:13:35,2026-04-17 02:13:35,True,True
ORD_00000812,2026-05-28 02:13:35,,False,False
ORD_00000814,2026-06-23 02:13:35,2026-06-25 02:13:35,True,True
ORD_00000815,2026-05-05 02:13:35,2026-05-15 02:13:35,True,True
ORD_00000818,2026-05-24 02:13:35,2026-05-29 02:13:35,True,False
ORD_00000819,2026-07-06 02:13:35,,False,False
ORD_00000821,2026-07-27 02:13:35,2026-08-03 02:13:35,True,False
ORD_00000831,2026-07-21 02:13:35,,False,False
ORD_00000835,2026-05-15 02:13:35,2026-05-20 02:13:35,True,True
ORD_00000838,2026-07-24 02:13:35,,False,False
ORD_00000839,2026-06-05 02:13:35,2026-06-10 02:13:35,True,True
ORD_00000840,2026-05-12 02:13:35,,False,False
ORD_00000842,2026-07-22 02:13:35,2026-07-26 02:13:35,True,False
ORD_00000846,2026-07-11 02:13:35,2026-07-15 02:13:35,True,True
ORD_00000847,2026-03-24 02:13:35,2026-03-27 02:13:35,True,True
ORD_00000848,,,False,False
ORD_00000853,2026-04-05 02:13:35,,False,False
ORD_00000855,2026-07-05 02:13:35,,False,False
ORD_00000856,2026-05-14 02:13:35,2026-05-20 02:13:35,True,True
ORD_00000857,2026-04-23 02:13:35,2026-04-25 02:13:35,True,False
ORD_00000860,2026-06-24 02:13:35,2026-06-28 02:13:35,True,True
ORD_00000862,2026-04-28 02:13:35,,False,False
ORD_00000869,2026-03-20 02:13:35,2026-03-22 02:13:35,True,False
ORD_00000871,,,False,False
ORD_00000874,2026-07-08 02:13:35,2026-07-14 02:13:35,True,True
ORD_00000875,2026-06-01 02:13:35,2026-06-03 02:13:35,True,True
ORD_00000878,2026-04-07 02:13:35,2026-04-09 02:13:35,True,True
ORD_00000880,2026-03-28 02:13:35,2026-03-30 02:13:35,True,False
ORD_00000886,2026-04-03 02:13:35,2026-04-08 02:13:35,True,False
ORD_00000887,2026-07-29 02:13:35,,False,False
ORD_00000888,2026-06-14 02:13:35,,False,False
ORD_00000889,2026-07-24 02:13:35,2026-08-02 02:13:35,True,True
ORD_00000890,2026-03-13 02:13:35,2026-03-19 02:13:35,True,True
ORD_00000897,2026-07-09 02:13:35,2026-07-14 02:13:35,True,True
ORD_00000898,2026-07-23 02:13:35,2026-07-27 02:13:35,True,False
ORD_00000905,2026-05-18 02:13:35,2026-05-22 02:13:35,True,True
ORD_00000906,2026-05-28 02:13:35,2026-06-01 02:13:35,True,False
ORD_00000913,2026-06-20 02:13:35,,False,False
ORD_00000915,2026-06-19 02:13:35,,False,False
ORD_00000919,2026-07-04 02:13:35,,False,False
ORD_00000928,2026-03-10 02:13:35,2026-03-23 02:13:35,True,True
ORD_00000929,,,False,False
ORD_00000931,2026-07-10 02:13:35,2026-07-14 02:13:35,True,False
ORD_00000932,2026-07-19 02:13:35,2026-07-21 02:13:35,True,True
ORD_00000937,2026-05-13 02:13:35,,False,False
ORD_00000944,2026-06-02 02:13:35,2026-06-04 02:13:35,True,True
ORD_00000953,2026-06-24 02:13:35,2026-06-27 02:13:35,True,True
ORD_00000955,2026-03-15 02:13:35,,False,False
ORD_00000957,2026-03-12 02:13:35,2026-03-14 02:13:35,True,True
ORD_00000958,2026-07-08 02:13:35,,False,False
ORD_00000962,2026-04-28 02:13:35,2026-05-01 02:13:35,True,False
ORD_00000972,2026-05-27 02:13:35,2026-06-01 02:13:35,True,True
ORD_00000976,2026-07-20 02:13:35,,False,False
ORD_00000980,2026-03-12 02:13:35,2026-03-18 02:13:35,True,False
ORD_00000981,,,False,False
ORD_00000982,2026-06-06 02:13:35,2026-06-12 02:13:35,True,True
ORD_00000987,2026-05-18 02:13:35,2026-05-23 02:13:35,True,True
ORD_00000992,2026-06-07 02:13:35,2026-06-10 02:13:35,True,True
ORD_00000996,2026-04-15 02:13:35,2026-04-19 02:13:35,True,True
