transaction_id,customer_id,merchant_id,amount,payment_method,timestamp
TXN_00000853,CUST_000493,MERCH_0048,1336.47,debit_card,2026-04-04 02:13:35
TXN_00000855,CUST_000552,MERCH_0032,1170.68,debit_card,2026-07-03 02:13:35
TXN_00000856,CUST_000595,MERCH_0014,2614.13,debit_card,2026-05-13 02:13:35
TXN_00000857,CUST_000160,MERCH_0016,472.91,upi,2026-04-21 02:13:35
TXN_00000860,CUST_000434,MERCH_0027,3756.61,wallet,2026-06-23 02:13:35
TXN_00000862,CUST_000484,MERCH_0000,880.18,debit_card,2026-04-24 02:13:35
TXN_00000869,CUST_000535,MERCH_0022,1761.46,credit_card,2026-03-17 02:13:35
TXN_00000871,CUST_000476,MERCH_0019,76.46,netbanking,2026-05-08 02:13:35
TXN_00000874,CUST_000080,MERCH_0036,4948.66,debit_card,2026-07-06 02:13:35
TXN_00000875,CUST_000431,MERCH_0040,704.34,netbanking,2026-05-31 02:13:35
TXN_00000878,CUST_000353,MERCH_0030,259.1,wallet,2026-04-06 02:13:35
TXN_00000880,CUST_000249,MERCH_0043,772.92,upi,2026-03-26 02:13:35
TXN_00000886,CUST_000540,MERCH_0030,381.41,wallet,2026-04-01 02:13:35
TXN_00000887,CUST_000368,MERCH_0027,746.08,wallet,2026-07-27 02:13:35
TXN_00000888,CUST_000181,MERCH_0036,1915.49,credit_card,2026-06-12 02:13:35
TXN_00000889,CUST_000503,MERCH_0025,2116.04,wallet,2026-07-15 02:13:35
TXN_00000890,CUST_000309,MERCH_0025,448.62,credit_card,2026-03-11 02:13:35
TXN_00000897,CUST_000102,MERCH_0017,681.06,netbanking,2026-07-07 02:13:35
TXN_00000898,CUST_000480,MERCH_0036,11488.35,debit_card,2026-07-22 02:13:35
TXN_00000905,CUST_000225,MERCH_0019,848.23,upi,2026-05-16 02:13:35
TXN_00000906,CUST_000423,MERCH_0044,3311.27,debit_card,2026-05-27 02:13:35
TXN_00000913,CUST_000295,MERCH_0019,2283.98,netbanking,2026-06-16 02:13:35
TXN_00000915,CUST_000446,MERCH_0034,912.49,credit_card,2026-06-18 02:13:35
TXN_00000919,CUST_000370,MERCH_0040,70990.43,credit_card,2026-07-02 02:13:35
TXN_00000928,CUST_000150,MERCH_0014,1144.01,credit_card,2026-03-05 02:13:35
TXN_00000929,CUST_000148,MERCH_0006,3414.54,wallet,2026-03-27 02:13:35
TXN_00000931,CUST_000261,MERCH_0044,637.37,credit_card,2026-07-08 02:13:35
TXN_00000932,CUST_000167,MERCH_0004,1338.24,netbanking,2026-07-18 02:13:35
TXN_00000937,CUST_000268,MERCH_0034,184.34,debit_card,2026-05-12 02:13:35
TXN_00000944,CUST_000097,MERCH_0013,693.15,wallet,2026-06-01 02:13:35
TXN_00000953,CUST_000475,MERCH_0019,545.01,netbanking,2026-06-22 02:13:35
TXN_00000955,CUST_000062,MERCH_0017,439.42,debit_card,2026-03-11 02:13:35
TXN_00000957,CUST_000369,MERCH_0019,2111.4,wallet,2026-03-10 02:13:35
TXN_00000958,CUST_000165,MERCH_0018,623.82,debit_card,2026-07-06 02:13:35
TXN_00000962,CUST_000263,MERCH_0003,892.62,credit_card,2026-04-27 02:13:35
TXN_00000972,CUST_000265,MERCH_0034,1447.57,upi,2026-05-25 02:13:35
TXN_00000976,CUST_000234,MERCH_0037,297.1,credit_card,2026-07-17 02:13:35
TXN_00000980,CUST_000278,MERCH_0007,1357.46,upi,2026-03-10 02:13:35
TXN_00000981,CUST_000295,MERCH_0041,1241.98,wallet,2026-03-27 02:13:35
TXN_00000982,CUST_000072,MERCH_0010,1262.06,netbanking,2026-06-05 02:13:35
TXN_00000987,CUST_000045,MERCH_0042,1001.81,upi,2026-05-17 02:13:35
TXN_00000992,CUST_000485,MERCH_0048,611.01,upi,2026-06-06 02:13:35
TXN_00000996,CUST_000470,MERCH_0006,1110.01,upi,2026-04-14 02:13:35
